OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
4930,Closed End,Survey respondent demographic characteristics,Q27C,Region,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,East Metro overall,84%,16%,3433,,,,,,,,,,,,,,,,
4931,Closed End,Survey respondent demographic characteristics,Q27C,Region,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Dakota County,83%,17%,867,,,,,,,,,,,,,,,,
4932,Closed End,Survey respondent demographic characteristics,Q27C,Region,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Ramsey County (overall),85%,15%,1842,,,,,,,,,,,,,,,,
4933,Closed End,Survey respondent demographic characteristics,Q27C,Region,5,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,City of Saint Paul,84%,16%,1010,,,,,,,,,,,,,,,,
4934,Closed End,Survey respondent demographic characteristics,Q27C,Region,6,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Suburban Ramsey County,86%,14%,832,,,,,,,,,,,,,,,,
4935,Closed End,Survey respondent demographic characteristics,Q27C,Region,7,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Washington County,83%,17%,724,,,,,,,,,,,,,,,,
4936,Closed End,Survey respondent demographic characteristics,Q27C,Gender,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by gender identity:,,,,,,,,,,,,,,,,,,,
4937,Closed End,Survey respondent demographic characteristics,Q27C,Gender,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Females,81%,19%,2113,,,,,,,,,,,,,,,,
4938,Closed End,Survey respondent demographic characteristics,Q27C,Gender,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Males,86%,14%,1225,,,,,,,,,,,,,,,,
4939,Closed End,Survey respondent demographic characteristics,Q27C,Age,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
4940,Closed End,Survey respondent demographic characteristics,Q27C,Age,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,18-34,89%,11%,441,,,,,,,,,,,,,,,,
4941,Closed End,Survey respondent demographic characteristics,Q27C,Age,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,35-44,63%,37%,599,,,,,,,,,,,,,,,,
4942,Closed End,Survey respondent demographic characteristics,Q27C,Age,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,45-54,71%,29%,420,,,,,,,,,,,,,,,,
4943,Closed End,Survey respondent demographic characteristics,Q27C,Age,5,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,55-64,94%,6%,538,,,,,,,,,,,,,,,,
4944,Closed End,Survey respondent demographic characteristics,Q27C,Age,6,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,65+,97%,3%,1116,,,,,,,,,,,,,,,,
4945,Closed End,Survey respondent demographic characteristics,Q27C,Education,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
4946,Closed End,Survey respondent demographic characteristics,Q27C,Education,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"Less than HS diploma, no GED",58%,42%,48,,,,,,,,,,,,,,,,
4947,Closed End,Survey respondent demographic characteristics,Q27C,Education,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,HS diploma or GED,82%,18%,287,,,,,,,,,,,,,,,,
4948,Closed End,Survey respondent demographic characteristics,Q27C,Education,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"Some college, trade school, or Associate degree",89%,11%,899,,,,,,,,,,,,,,,,
4949,Closed End,Survey respondent demographic characteristics,Q27C,Education,5,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Bachelor's degree or higher,83%,17%,2102,,,,,,,,,,,,,,,,
4950,Closed End,Survey respondent demographic characteristics,Q27C,Household income,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
4951,Closed End,Survey respondent demographic characteristics,Q27C,Household income,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"Less than $20,000",87%,13%,237,,,,,,,,,,,,,,,,
4952,Closed End,Survey respondent demographic characteristics,Q27C,Household income,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$20,000 to $39,999",89%,11%,351,,,,,,,,,,,,,,,,
4953,Closed End,Survey respondent demographic characteristics,Q27C,Household income,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$40,000 to $59,999",84%,16%,401,,,,,,,,,,,,,,,,
4954,Closed End,Survey respondent demographic characteristics,Q27C,Household income,5,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$60,000 to $79,999",82%,18%,422,,,,,,,,,,,,,,,,
4955,Closed End,Survey respondent demographic characteristics,Q27C,Household income,6,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$80,000 to $99,999",80%,20%,311,,,,,,,,,,,,,,,,
4956,Closed End,Survey respondent demographic characteristics,Q27C,Household income,7,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$100,000 to $149,999",85%,15%,554,,,,,,,,,,,,,,,,
4957,Closed End,Survey respondent demographic characteristics,Q27C,Household income,8,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"$150,000 or more",83%,17%,626,,,,,,,,,,,,,,,,
4958,Closed End,Survey respondent demographic characteristics,Q27C,Housing status,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
4959,Closed End,Survey respondent demographic characteristics,Q27C,Housing status,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Owner,84%,16%,2602,,,,,,,,,,,,,,,,
4960,Closed End,Survey respondent demographic characteristics,Q27C,Housing status,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Renter,87%,13%,751,,,,,,,,,,,,,,,,
4961,Closed End,Survey respondent demographic characteristics,Q27C,Housing status,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"Lives with family or friends, homeless, or some other arrangement",65%,35%,57,,,,,,,,,,,,,,,,
4962,Closed End,Survey respondent demographic characteristics,Q27C,Home language,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
4963,Closed End,Survey respondent demographic characteristics,Q27C,Home language,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,English only,86%,14%,3036,,,,,,,,,,,,,,,,
4964,Closed End,Survey respondent demographic characteristics,Q27C,Home language,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,English plus another language,68%,32%,226,,,,,,,,,,,,,,,,
4965,Closed End,Survey respondent demographic characteristics,Q27C,Home language,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Another language only,79%,21%,100,,,,,,,,,,,,,,,,
4966,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,1,Header,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
4967,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,2,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,BIPOC,74%,26%,540,,,,,,,,,,,,,,,,
4968,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,3,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"American Indian, Native American, or Alaska Native",76%,24%,62,,,,,,,,,,,,,,,,
4969,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,4,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Asian American or Asian,67%,33%,198,,,,,,,,,,,,,,,,
4970,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,5,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,"Black, African American, or African",80%,20%,175,,,,,,,,,,,,,,,,
4971,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,6,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,Latino/a or Hispanic,73%,27%,137,,,,,,,,,,,,,,,,
4972,Closed End,Survey respondent demographic characteristics,Q27C,Race / ethnicity,7,Data,Q32C_21,Survey respondent demographic characteristics,Q35C_18,Survey respondent demographic characteristics,White or Caucasian alone,87%,13%,2715,,,,,,,,,,,,,,,,
4973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,Closed End,Survey respondent demographic characteristics,Q27D,Title,1,Title,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"How many children age 13-17 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
4975,Closed End,Survey respondent demographic characteristics,Q27D,Column labels,1,Labels,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
4976,Closed End,Survey respondent demographic characteristics,Q27D,Region,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
4977,Closed End,Survey respondent demographic characteristics,Q27D,Region,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,East Metro overall,87%,13%,3433,,,,,,,,,,,,,,,,
4978,Closed End,Survey respondent demographic characteristics,Q27D,Region,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Dakota County,85%,15%,867,,,,,,,,,,,,,,,,
4979,Closed End,Survey respondent demographic characteristics,Q27D,Region,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Ramsey County (overall),91%,9%,1842,,,,,,,,,,,,,,,,
4980,Closed End,Survey respondent demographic characteristics,Q27D,Region,5,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,City of Saint Paul,91%,9%,1010,,,,,,,,,,,,,,,,
4981,Closed End,Survey respondent demographic characteristics,Q27D,Region,6,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Suburban Ramsey County,90%,10%,832,,,,,,,,,,,,,,,,
4982,Closed End,Survey respondent demographic characteristics,Q27D,Region,7,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Washington County,84%,16%,724,,,,,,,,,,,,,,,,
4983,Closed End,Survey respondent demographic characteristics,Q27D,Gender,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by gender identity:,,,,,,,,,,,,,,,,,,,
4984,Closed End,Survey respondent demographic characteristics,Q27D,Gender,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Females,83%,17%,2113,,,,,,,,,,,,,,,,
4985,Closed End,Survey respondent demographic characteristics,Q27D,Gender,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Males,92%,8%,1225,,,,,,,,,,,,,,,,
4986,Closed End,Survey respondent demographic characteristics,Q27D,Age,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
4987,Closed End,Survey respondent demographic characteristics,Q27D,Age,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,18-34,83%,17%,441,,,,,,,,,,,,,,,,
4988,Closed End,Survey respondent demographic characteristics,Q27D,Age,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,35-44,78%,22%,599,,,,,,,,,,,,,,,,
4989,Closed End,Survey respondent demographic characteristics,Q27D,Age,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,45-54,79%,21%,420,,,,,,,,,,,,,,,,
4990,Closed End,Survey respondent demographic characteristics,Q27D,Age,5,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,55-64,97%,3%,538,,,,,,,,,,,,,,,,
4991,Closed End,Survey respondent demographic characteristics,Q27D,Age,6,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,65+,99%,1%,1116,,,,,,,,,,,,,,,,
4992,Closed End,Survey respondent demographic characteristics,Q27D,Education,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
4993,Closed End,Survey respondent demographic characteristics,Q27D,Education,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"Less than HS diploma, no GED",92%,8%,48,,,,,,,,,,,,,,,,
4994,Closed End,Survey respondent demographic characteristics,Q27D,Education,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,HS diploma or GED,87%,13%,287,,,,,,,,,,,,,,,,
4995,Closed End,Survey respondent demographic characteristics,Q27D,Education,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"Some college, trade school, or Associate degree",89%,11%,899,,,,,,,,,,,,,,,,
4996,Closed End,Survey respondent demographic characteristics,Q27D,Education,5,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Bachelor's degree or higher,86%,14%,2102,,,,,,,,,,,,,,,,
4997,Closed End,Survey respondent demographic characteristics,Q27D,Household income,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
4998,Closed End,Survey respondent demographic characteristics,Q27D,Household income,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"Less than $20,000",91%,9%,237,,,,,,,,,,,,,,,,
4999,Closed End,Survey respondent demographic characteristics,Q27D,Household income,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$20,000 to $39,999",93%,7%,351,,,,,,,,,,,,,,,,
5000,Closed End,Survey respondent demographic characteristics,Q27D,Household income,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$40,000 to $59,999",88%,12%,401,,,,,,,,,,,,,,,,
5001,Closed End,Survey respondent demographic characteristics,Q27D,Household income,5,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$60,000 to $79,999",86%,14%,422,,,,,,,,,,,,,,,,
5002,Closed End,Survey respondent demographic characteristics,Q27D,Household income,6,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$80,000 to $99,999",86%,14%,311,,,,,,,,,,,,,,,,
5003,Closed End,Survey respondent demographic characteristics,Q27D,Household income,7,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$100,000 to $149,999",90%,10%,554,,,,,,,,,,,,,,,,
5004,Closed End,Survey respondent demographic characteristics,Q27D,Household income,8,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"$150,000 or more",83%,17%,626,,,,,,,,,,,,,,,,
5005,Closed End,Survey respondent demographic characteristics,Q27D,Housing status,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5006,Closed End,Survey respondent demographic characteristics,Q27D,Housing status,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Owner,87%,13%,2602,,,,,,,,,,,,,,,,
5007,Closed End,Survey respondent demographic characteristics,Q27D,Housing status,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Renter,92%,8%,751,,,,,,,,,,,,,,,,
5008,Closed End,Survey respondent demographic characteristics,Q27D,Housing status,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"Lives with family or friends, homeless, or some other arrangement",70%,30%,57,,,,,,,,,,,,,,,,
5009,Closed End,Survey respondent demographic characteristics,Q27D,Home language,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5010,Closed End,Survey respondent demographic characteristics,Q27D,Home language,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,English only,88%,12%,3036,,,,,,,,,,,,,,,,
5011,Closed End,Survey respondent demographic characteristics,Q27D,Home language,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,English plus another language,86%,14%,226,,,,,,,,,,,,,,,,
5012,Closed End,Survey respondent demographic characteristics,Q27D,Home language,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Another language only,77%,23%,100,,,,,,,,,,,,,,,,
5013,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,1,Header,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5014,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,2,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,BIPOC,81%,19%,540,,,,,,,,,,,,,,,,
5015,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,3,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"American Indian, Native American, or Alaska Native",79%,21%,62,,,,,,,,,,,,,,,,
5016,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,4,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Asian American or Asian,86%,14%,198,,,,,,,,,,,,,,,,
5017,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,5,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,"Black, African American, or African",75%,25%,175,,,,,,,,,,,,,,,,
5018,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,6,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,Latino/a or Hispanic,80%,20%,137,,,,,,,,,,,,,,,,
5019,Closed End,Survey respondent demographic characteristics,Q27D,Race / ethnicity,7,Data,Q32D_21,Survey respondent demographic characteristics,Q35D_18,Survey respondent demographic characteristics,White or Caucasian alone,89%,11%,2715,,,,,,,,,,,,,,,,
5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,Closed End,Survey respondent demographic characteristics,Q28,Title,1,Title,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,28. What is your age (in years)?,,,,,,,,,,,,,,,,,,,
5022,Closed End,Survey respondent demographic characteristics,Q28,Column labels,1,Labels,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,,18-34,35-44,45-54,55-64,65-74,75-84,85+,Number of respondents (unweighted),,,,,,,,,,,
5023,Closed End,Survey respondent demographic characteristics,Q28,Region,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5024,Closed End,Survey respondent demographic characteristics,Q28,Region,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,East Metro overall,27%,20%,14%,17%,13%,6%,2%,3240,,,,,,,,,,,
5025,Closed End,Survey respondent demographic characteristics,Q28,Region,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Dakota County,24%,20%,14%,19%,14%,7%,3%,812,,,,,,,,,,,
5026,Closed End,Survey respondent demographic characteristics,Q28,Region,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Ramsey County (overall),31%,20%,13%,15%,13%,6%,2%,1750,,,,,,,,,,,
5027,Closed End,Survey respondent demographic characteristics,Q28,Region,5,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,City of Saint Paul,36%,21%,12%,14%,11%,4%,1%,971,,,,,,,,,,,
5028,Closed End,Survey respondent demographic characteristics,Q28,Region,6,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Suburban Ramsey County,25%,19%,14%,16%,14%,8%,3%,779,,,,,,,,,,,
5029,Closed End,Survey respondent demographic characteristics,Q28,Region,7,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Washington County,21%,21%,16%,19%,14%,7%,2%,678,,,,,,,,,,,
5030,Closed End,Survey respondent demographic characteristics,Q28,Gender,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by gender identity:,,,,,,,,,,,,,,,,,,,
5031,Closed End,Survey respondent demographic characteristics,Q28,Gender,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Females,31%,21%,15%,15%,12%,4%,2%,1996,,,,,,,,,,,
5032,Closed End,Survey respondent demographic characteristics,Q28,Gender,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Males,22%,20%,12%,19%,15%,9%,3%,1198,,,,,,,,,,,
5033,Closed End,Survey respondent demographic characteristics,Q28,Age,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5034,Closed End,Survey respondent demographic characteristics,Q28,Age,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,18-34,100%,0%,0%,0%,0%,0%,0%,460,,,,,,,,,,,
5035,Closed End,Survey respondent demographic characteristics,Q28,Age,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,35-44,0%,100%,0%,0%,0%,0%,0%,616,,,,,,,,,,,
5036,Closed End,Survey respondent demographic characteristics,Q28,Age,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,45-54,0%,0%,100%,0%,0%,0%,0%,440,,,,,,,,,,,
5037,Closed End,Survey respondent demographic characteristics,Q28,Age,5,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,55-64,0%,0%,0%,100%,0%,0%,0%,561,,,,,,,,,,,
5038,Closed End,Survey respondent demographic characteristics,Q28,Age,6,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,65+,0%,0%,0%,0%,60%,29%,11%,1163,,,,,,,,,,,
5039,Closed End,Survey respondent demographic characteristics,Q28,Education,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5040,Closed End,Survey respondent demographic characteristics,Q28,Education,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"Less than HS diploma, no GED",18%,19%,24%,10%,22%,6%,0.4%,52,,,,,,,,,,,
5041,Closed End,Survey respondent demographic characteristics,Q28,Education,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,HS diploma or GED,15%,20%,11%,18%,20%,8%,8%,279,,,,,,,,,,,
5042,Closed End,Survey respondent demographic characteristics,Q28,Education,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"Some college, trade school, or Associate degree",24%,16%,13%,23%,14%,8%,2%,848,,,,,,,,,,,
5043,Closed End,Survey respondent demographic characteristics,Q28,Education,5,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Bachelor's degree or higher,34%,24%,14%,13%,10%,4%,1%,1985,,,,,,,,,,,
5044,Closed End,Survey respondent demographic characteristics,Q28,Household income,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5045,Closed End,Survey respondent demographic characteristics,Q28,Household income,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"Less than $20,000",23%,13%,14%,18%,22%,8%,2%,247,,,,,,,,,,,
5046,Closed End,Survey respondent demographic characteristics,Q28,Household income,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$20,000 to $39,999",34%,11%,11%,11%,20%,8%,4%,341,,,,,,,,,,,
5047,Closed End,Survey respondent demographic characteristics,Q28,Household income,4,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$40,000 to $59,999",32%,16%,15%,11%,14%,9%,3%,389,,,,,,,,,,,
5048,Closed End,Survey respondent demographic characteristics,Q28,Household income,5,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$60,000 to $79,999",26%,22%,8%,15%,17%,7%,5%,413,,,,,,,,,,,
5049,Closed End,Survey respondent demographic characteristics,Q28,Household income,6,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$80,000 to $99,999",24%,24%,11%,18%,14%,9%,2%,302,,,,,,,,,,,
5050,Closed End,Survey respondent demographic characteristics,Q28,Household income,7,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$100,000 to $149,999",25%,26%,13%,17%,12%,6%,1%,548,,,,,,,,,,,
5051,Closed End,Survey respondent demographic characteristics,Q28,Household income,8,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,"$150,000 or more",29%,24%,19%,19%,6%,3%,0.2%,606,,,,,,,,,,,
5052,Closed End,Survey respondent demographic characteristics,Q28,Housing status,1,Header,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5053,Closed End,Survey respondent demographic characteristics,Q28,Housing status,2,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Owner,20%,21%,15%,19%,15%,7%,3%,2410,,,,,,,,,,,
5054,Closed End,Survey respondent demographic characteristics,Q28,Housing status,3,Data,Q33_21,Survey respondent demographic characteristics,Q36_18,Survey respondent demographic characteristics,Renter,47%,18%,11%,11%,8%,4%,2%,755,,,,,,,,,,,
