OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,Question_2021,Qnum2018,Topic2018,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
5209,Closed End,Survey respondent demographic characteristics,Q35A_21,Age,6,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   65+,100%,<.5%,734,,,,,,,,,,,,,,,,
5210,Closed End,Survey respondent demographic characteristics,Q35A_21,Education,1,Header,Q32A_21,Q35A_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5211,Closed End,Survey respondent demographic characteristics,Q35A_21,Education,2,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "Less than HS diploma, no GED",77%,23%,80,,,,,,,,,,,,,,,,
5212,Closed End,Survey respondent demographic characteristics,Q35A_21,Education,3,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   HS diploma or GED,87%,13%,258,,,,,,,,,,,,,,,,
5213,Closed End,Survey respondent demographic characteristics,Q35A_21,Education,4,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "Some college, trade school, or Associate degree",88%,12%,791,,,,,,,,,,,,,,,,
5214,Closed End,Survey respondent demographic characteristics,Q35A_21,Education,5,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   Bachelor's degree or higher,84%,16%,1299,,,,,,,,,,,,,,,,
5215,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,1,Header,Q32A_21,Q35A_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5216,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,2,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "Less than $20,000",95%,5%,367,,,,,,,,,,,,,,,,
5217,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,3,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$20,000 to $39,999",88%,12%,356,,,,,,,,,,,,,,,,
5218,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,4,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$40,000 to $59,999",81%,19%,347,,,,,,,,,,,,,,,,
5219,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,5,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$60,000 to $79,999",84%,16%,264,,,,,,,,,,,,,,,,
5220,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,6,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$80,000 to $99,999",86%,14%,229,,,,,,,,,,,,,,,,
5221,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,7,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$100,000 to $149,999",82%,18%,308,,,,,,,,,,,,,,,,
5222,Closed End,Survey respondent demographic characteristics,Q35A_21,Household income,8,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "$150,000 or more",84%,16%,234,,,,,,,,,,,,,,,,
5223,Closed End,Survey respondent demographic characteristics,Q35A_21,Housing status,1,Header,Q32A_21,Q35A_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5224,Closed End,Survey respondent demographic characteristics,Q35A_21,Housing status,2,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   Owner,86%,14%,1634,,,,,,,,,,,,,,,,
5225,Closed End,Survey respondent demographic characteristics,Q35A_21,Housing status,3,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   Renter,86%,14%,784,,,,,,,,,,,,,,,,
5226,Closed End,Survey respondent demographic characteristics,Q35A_21,Housing status,4,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   "Lives with family or friends, homeless, or some other arrangement",92%,8%,48,,,,,,,,,,,,,,,,
5227,Closed End,Survey respondent demographic characteristics,Q35A_21,Home language,1,Header,Q32A_21,Q35A_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5228,Closed End,Survey respondent demographic characteristics,Q35A_21,Home language,2,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   English only,89%,11%,2163,,,,,,,,,,,,,,,,
5229,Closed End,Survey respondent demographic characteristics,Q35A_21,Home language,3,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   English plus another language,61%,39%,208,,,,,,,,,,,,,,,,
5230,Closed End,Survey respondent demographic characteristics,Q35A_21,Home language,4,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   Another language only,79%,21%,79,,,,,,,,,,,,,,,,
5231,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,1,Header,Q32A_21,Q35A_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5232,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,2,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   BIPOC,71%,29%,605,,,,,,,,,,,,,,,,
5233,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,3,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,      "American Indian, Native American, or Alaska Native",83%,17%,103,,,,,,,,,,,,,,,,
5234,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,4,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,      Asian American or Asian,60%,40%,165,,,,,,,,,,,,,,,,
5235,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,5,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,      "Black, African American, or African",86%,14%,270,,,,,,,,,,,,,,,,
5236,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,6,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,      Latino/a or Hispanic,69%,31%,107,,,,,,,,,,,,,,,,
5237,Closed End,Survey respondent demographic characteristics,Q35A_21,Race / ethnicity,7,Data,Q32A_21,Q35A_18,Survey respondent demographic characteristics,   White or Caucasian alone,89%,11%,1764,,,,,,,,,,,,,,,,
5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,Closed End,Survey respondent demographic characteristics,Q35B_21,Title,1,Title,Q32B_21,Q35B_18,Survey respondent demographic characteristics,"How many children age 3-4 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5240,Closed End,Survey respondent demographic characteristics,Q35B_21,Column labels,1,Labels,Q32B_21,Q35B_18,Survey respondent demographic characteristics,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5241,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5242,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   East Metro overall,93%,7%,2476,,,,,,,,,,,,,,,,
5243,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Dakota County,93%,7%,348,,,,,,,,,,,,,,,,
5244,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Ramsey County (overall),92%,8%,1798,,,,,,,,,,,,,,,,
5245,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,5,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      City of Saint Paul,89%,11%,1442,,,,,,,,,,,,,,,,
5246,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,6,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      Suburban Ramsey County,95%,5%,356,,,,,,,,,,,,,,,,
5247,Closed End,Survey respondent demographic characteristics,Q35B_21,Region,7,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Washington County,95%,5%,330,,,,,,,,,,,,,,,,
5248,Closed End,Survey respondent demographic characteristics,Q35B_21,Gender,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by gender:,,,,,,,,,,,,,,,,,,,
5249,Closed End,Survey respondent demographic characteristics,Q35B_21,Gender,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Females,92%,8%,1608,,,,,,,,,,,,,,,,
5250,Closed End,Survey respondent demographic characteristics,Q35B_21,Gender,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Males,95%,5%,802,,,,,,,,,,,,,,,,
5251,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5252,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   18-34,89%,11%,366,,,,,,,,,,,,,,,,
5253,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   35-44,84%,16%,392,,,,,,,,,,,,,,,,
5254,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   45-54,97%,3%,307,,,,,,,,,,,,,,,,
5255,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,5,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   55-64,99%,1%,428,,,,,,,,,,,,,,,,
5256,Closed End,Survey respondent demographic characteristics,Q35B_21,Age,6,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   65+,100%,<.5%,734,,,,,,,,,,,,,,,,
5257,Closed End,Survey respondent demographic characteristics,Q35B_21,Education,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5258,Closed End,Survey respondent demographic characteristics,Q35B_21,Education,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "Less than HS diploma, no GED",89%,11%,80,,,,,,,,,,,,,,,,
5259,Closed End,Survey respondent demographic characteristics,Q35B_21,Education,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   HS diploma or GED,92%,8%,258,,,,,,,,,,,,,,,,
5260,Closed End,Survey respondent demographic characteristics,Q35B_21,Education,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "Some college, trade school, or Associate degree",94%,6%,791,,,,,,,,,,,,,,,,
5261,Closed End,Survey respondent demographic characteristics,Q35B_21,Education,5,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Bachelor's degree or higher,93%,7%,1299,,,,,,,,,,,,,,,,
5262,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5263,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "Less than $20,000",93%,7%,367,,,,,,,,,,,,,,,,
5264,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$20,000 to $39,999",92%,8%,356,,,,,,,,,,,,,,,,
5265,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$40,000 to $59,999",89%,11%,347,,,,,,,,,,,,,,,,
5266,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,5,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$60,000 to $79,999",91%,9%,264,,,,,,,,,,,,,,,,
5267,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,6,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$80,000 to $99,999",94%,6%,229,,,,,,,,,,,,,,,,
5268,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,7,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$100,000 to $149,999",94%,6%,308,,,,,,,,,,,,,,,,
5269,Closed End,Survey respondent demographic characteristics,Q35B_21,Household income,8,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "$150,000 or more",94%,6%,234,,,,,,,,,,,,,,,,
5270,Closed End,Survey respondent demographic characteristics,Q35B_21,Housing status,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5271,Closed End,Survey respondent demographic characteristics,Q35B_21,Housing status,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Owner,94%,6%,1634,,,,,,,,,,,,,,,,
5272,Closed End,Survey respondent demographic characteristics,Q35B_21,Housing status,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Renter,89%,11%,784,,,,,,,,,,,,,,,,
5273,Closed End,Survey respondent demographic characteristics,Q35B_21,Housing status,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   "Lives with family or friends, homeless, or some other arrangement",86%,14%,48,,,,,,,,,,,,,,,,
5274,Closed End,Survey respondent demographic characteristics,Q35B_21,Home language,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5275,Closed End,Survey respondent demographic characteristics,Q35B_21,Home language,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   English only,94%,6%,2163,,,,,,,,,,,,,,,,
5276,Closed End,Survey respondent demographic characteristics,Q35B_21,Home language,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   English plus another language,86%,14%,208,,,,,,,,,,,,,,,,
5277,Closed End,Survey respondent demographic characteristics,Q35B_21,Home language,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   Another language only,90%,10%,79,,,,,,,,,,,,,,,,
5278,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,1,Header,Q32B_21,Q35B_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5279,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,2,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   BIPOC,88%,12%,605,,,,,,,,,,,,,,,,
5280,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,3,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      "American Indian, Native American, or Alaska Native",92%,8%,103,,,,,,,,,,,,,,,,
5281,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,4,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      Asian American or Asian,88%,12%,165,,,,,,,,,,,,,,,,
5282,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,5,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      "Black, African American, or African",84%,16%,270,,,,,,,,,,,,,,,,
5283,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,6,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,      Latino/a or Hispanic,94%,6%,107,,,,,,,,,,,,,,,,
5284,Closed End,Survey respondent demographic characteristics,Q35B_21,Race / ethnicity,7,Data,Q32B_21,Q35B_18,Survey respondent demographic characteristics,   White or Caucasian alone,94%,6%,1764,,,,,,,,,,,,,,,,
5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5286,Closed End,Survey respondent demographic characteristics,Q35C_21,Title,1,Title,Q32C_21,Q35C_18,Survey respondent demographic characteristics,"How many children age 5-12 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5287,Closed End,Survey respondent demographic characteristics,Q35C_21,Column labels,1,Labels,Q32C_21,Q35C_18,Survey respondent demographic characteristics,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5288,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5289,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   East Metro overall,78%,22%,2476,,,,,,,,,,,,,,,,
5290,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Dakota County,79%,21%,348,,,,,,,,,,,,,,,,
5291,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Ramsey County (overall),79%,21%,1798,,,,,,,,,,,,,,,,
5292,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,5,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      City of Saint Paul,76%,24%,1442,,,,,,,,,,,,,,,,
5293,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,6,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      Suburban Ramsey County,82%,18%,356,,,,,,,,,,,,,,,,
5294,Closed End,Survey respondent demographic characteristics,Q35C_21,Region,7,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Washington County,75%,25%,330,,,,,,,,,,,,,,,,
5295,Closed End,Survey respondent demographic characteristics,Q35C_21,Gender,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by gender:,,,,,,,,,,,,,,,,,,,
5296,Closed End,Survey respondent demographic characteristics,Q35C_21,Gender,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Females,76%,24%,1608,,,,,,,,,,,,,,,,
5297,Closed End,Survey respondent demographic characteristics,Q35C_21,Gender,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Males,81%,19%,802,,,,,,,,,,,,,,,,
5298,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5299,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   18-34,82%,18%,366,,,,,,,,,,,,,,,,
5300,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   35-44,42%,58%,392,,,,,,,,,,,,,,,,
5301,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   45-54,75%,25%,307,,,,,,,,,,,,,,,,
5302,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,5,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   55-64,95%,5%,428,,,,,,,,,,,,,,,,
5303,Closed End,Survey respondent demographic characteristics,Q35C_21,Age,6,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   65+,98%,2%,734,,,,,,,,,,,,,,,,
5304,Closed End,Survey respondent demographic characteristics,Q35C_21,Education,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by education level:,,,,,,,,,,,,,,,,,,,
5305,Closed End,Survey respondent demographic characteristics,Q35C_21,Education,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "Less than HS diploma, no GED",58%,42%,80,,,,,,,,,,,,,,,,
5306,Closed End,Survey respondent demographic characteristics,Q35C_21,Education,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   HS diploma or GED,81%,19%,258,,,,,,,,,,,,,,,,
5307,Closed End,Survey respondent demographic characteristics,Q35C_21,Education,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "Some college, trade school, or Associate degree",79%,21%,791,,,,,,,,,,,,,,,,
5308,Closed End,Survey respondent demographic characteristics,Q35C_21,Education,5,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Bachelor's degree or higher,78%,22%,1299,,,,,,,,,,,,,,,,
5309,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by household income:,,,,,,,,,,,,,,,,,,,
5310,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "Less than $20,000",88%,12%,367,,,,,,,,,,,,,,,,
5311,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$20,000 to $39,999",74%,26%,356,,,,,,,,,,,,,,,,
5312,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$40,000 to $59,999",78%,22%,347,,,,,,,,,,,,,,,,
5313,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,5,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$60,000 to $79,999",75%,25%,264,,,,,,,,,,,,,,,,
5314,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,6,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$80,000 to $99,999",87%,13%,229,,,,,,,,,,,,,,,,
5315,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,7,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$100,000 to $149,999",79%,21%,308,,,,,,,,,,,,,,,,
5316,Closed End,Survey respondent demographic characteristics,Q35C_21,Household income,8,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "$150,000 or more",66%,34%,234,,,,,,,,,,,,,,,,
5317,Closed End,Survey respondent demographic characteristics,Q35C_21,Housing status,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by housing status:,,,,,,,,,,,,,,,,,,,
5318,Closed End,Survey respondent demographic characteristics,Q35C_21,Housing status,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Owner,77%,23%,1634,,,,,,,,,,,,,,,,
5319,Closed End,Survey respondent demographic characteristics,Q35C_21,Housing status,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Renter,82%,18%,784,,,,,,,,,,,,,,,,
5320,Closed End,Survey respondent demographic characteristics,Q35C_21,Housing status,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   "Lives with family or friends, homeless, or some other arrangement",58%,42%,48,,,,,,,,,,,,,,,,
5321,Closed End,Survey respondent demographic characteristics,Q35C_21,Home language,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by home language:,,,,,,,,,,,,,,,,,,,
5322,Closed End,Survey respondent demographic characteristics,Q35C_21,Home language,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   English only,82%,18%,2163,,,,,,,,,,,,,,,,
5323,Closed End,Survey respondent demographic characteristics,Q35C_21,Home language,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   English plus another language,62%,38%,208,,,,,,,,,,,,,,,,
5324,Closed End,Survey respondent demographic characteristics,Q35C_21,Home language,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   Another language only,37%,63%,79,,,,,,,,,,,,,,,,
5325,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,1,Header,Q32C_21,Q35C_18,Survey respondent demographic characteristics,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
5326,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,2,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   BIPOC,62%,38%,605,,,,,,,,,,,,,,,,
5327,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,3,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      "American Indian, Native American, or Alaska Native",75%,25%,103,,,,,,,,,,,,,,,,
5328,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,4,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      Asian American or Asian,62%,38%,165,,,,,,,,,,,,,,,,
5329,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,5,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      "Black, African American, or African",63%,37%,270,,,,,,,,,,,,,,,,
5330,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,6,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,      Latino/a or Hispanic,58%,42%,107,,,,,,,,,,,,,,,,
5331,Closed End,Survey respondent demographic characteristics,Q35C_21,Race / ethnicity,7,Data,Q32C_21,Q35C_18,Survey respondent demographic characteristics,   White or Caucasian alone,83%,17%,1764,,,,,,,,,,,,,,,,
5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,Closed End,Survey respondent demographic characteristics,Q35D_21,Title,1,Title,Q32D_21,Q35D_18,Survey respondent demographic characteristics,"How many children age 13-17 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5334,Closed End,Survey respondent demographic characteristics,Q35D_21,Column labels,1,Labels,Q32D_21,Q35D_18,Survey respondent demographic characteristics,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5335,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by region:,,,,,,,,,,,,,,,,,,,
5336,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   East Metro overall,86%,14%,2476,,,,,,,,,,,,,,,,
5337,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Dakota County,85%,15%,348,,,,,,,,,,,,,,,,
5338,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Ramsey County (overall),87%,13%,1798,,,,,,,,,,,,,,,,
5339,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,5,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      City of Saint Paul,86%,14%,1442,,,,,,,,,,,,,,,,
5340,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,6,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,      Suburban Ramsey County,88%,12%,356,,,,,,,,,,,,,,,,
5341,Closed End,Survey respondent demographic characteristics,Q35D_21,Region,7,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Washington County,86%,14%,330,,,,,,,,,,,,,,,,
5342,Closed End,Survey respondent demographic characteristics,Q35D_21,Gender,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by gender:,,,,,,,,,,,,,,,,,,,
5343,Closed End,Survey respondent demographic characteristics,Q35D_21,Gender,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Females,86%,14%,1608,,,,,,,,,,,,,,,,
5344,Closed End,Survey respondent demographic characteristics,Q35D_21,Gender,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   Males,87%,13%,802,,,,,,,,,,,,,,,,
5345,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,1,Header,Q32D_21,Q35D_18,Survey respondent demographic characteristics,Results by age:,,,,,,,,,,,,,,,,,,,
5346,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,2,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   18-34,96%,4%,366,,,,,,,,,,,,,,,,
5347,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,3,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   35-44,79%,21%,392,,,,,,,,,,,,,,,,
5348,Closed End,Survey respondent demographic characteristics,Q35D_21,Age,4,Data,Q32D_21,Q35D_18,Survey respondent demographic characteristics,   45-54,61%,39%,307,,,,,,,,,,,,,,,,
