OrigRowNum,TableType,Topic,Question,TableSection,SectionOrder,RowType,TblCol_1,TblCol_2,TblCol_3,TblCol_4,TblCol_5,TblCol_6,TblCol_7,TblCol_8,TblCol_9,TblCol_10,TblCol_11,TblCol_12,TblCol_13,TblCol_14,TblCol_15,TblCol_16,TblCol_17,TblCol_18,TblCol_19,TblCol_20
5508,Closed End,Racial narratives in the media,Q33A_18,Household income,3,Data,   "$20,000 to $39,999",31%,45%,19%,5%,236,,,,,,,,,,,,,,
5509,Closed End,Racial narratives in the media,Q33A_18,Household income,4,Data,   "$40,000 to $59,999",20%,52%,25%,2%,248,,,,,,,,,,,,,,
5510,Closed End,Racial narratives in the media,Q33A_18,Household income,5,Data,   "$60,000 to $79,999",26%,58%,10%,7%,237,,,,,,,,,,,,,,
5511,Closed End,Racial narratives in the media,Q33A_18,Household income,6,Data,   "$80,000 to $99,999",30%,51%,16%,3%,214,,,,,,,,,,,,,,
5512,Closed End,Racial narratives in the media,Q33A_18,Household income,7,Data,   "$100,000 to $149,999",32%,59%,7%,2%,312,,,,,,,,,,,,,,
5513,Closed End,Racial narratives in the media,Q33A_18,Household income,8,Data,   "$150,000 or more",32%,57%,9%,1%,229,,,,,,,,,,,,,,
5514,Closed End,Racial narratives in the media,Q33A_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
5515,Closed End,Racial narratives in the media,Q33A_18,Housing status,2,Data,   Owner,28%,56%,13%,3%,1479,,,,,,,,,,,,,,
5516,Closed End,Racial narratives in the media,Q33A_18,Housing status,3,Data,   Renter,24%,48%,17%,10%,386,,,,,,,,,,,,,,
5517,Closed End,Racial narratives in the media,Q33A_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",46%,45%,9%,--,29,,,,,,,,,,,,,,
5518,Closed End,Racial narratives in the media,Q33A_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
5519,Closed End,Racial narratives in the media,Q33A_18,Home language,2,Data,   English only,30%,56%,10%,4%,1743,,,,,,,,,,,,,,
5520,Closed End,Racial narratives in the media,Q33A_18,Home language,3,Data,   Engish plus another language,17%,43%,35%,5%,94,,,,,,,,,,,,,,
5521,Closed End,Racial narratives in the media,Q33A_18,Home language,4,Data,   Another language only,6%,36%,33%,25%,34,,,,,,,,,,,,,,
5522,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
5523,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",12%,57%,29%,3%,29,,,,,,,,,,,,,,
5524,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,3,Data,   Asian American or Asian,1%,37%,49%,12%,77,,,,,,,,,,,,,,
5525,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,4,Data,   "Black, African American, or African",17%,43%,23%,16%,65,,,,,,,,,,,,,,
5526,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,5,Data,   Hispanic or Latinx,12%,45%,29%,13%,41,,,,,,,,,,,,,,
5527,Closed End,Racial narratives in the media,Q33A_18,Race / ethnicity,6,Data,   White or Caucasian,32%,57%,8%,3%,1665,,,,,,,,,,,,,,
5528,,Racial narratives in the media,,,,,,,,,,,,,,,,,,,,,,,,
5529,Closed End,Racial narratives in the media,Q33B_18,Title,1,Title,"Thinking about the racial/ethnic group that you most identify with, how much do you agree or disagree that positive stories about my race/ethnic group in local news media are limited to a few types of stories?",,,,,,,,,,,,,,,,,,,
5530,Closed End,Racial narratives in the media,Q33B_18,Title,2,Labels,,Strongly agree,Agree,Disagree,Strongly disagree,Number of respondents (unweighted),,,,,,,,,,,,,,
5531,Closed End,Racial narratives in the media,Q33B_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
5532,Closed End,Racial narratives in the media,Q33B_18,Region,2,Data,   East Metro overall,12%,43%,35%,10%,1889,,,,,,,,,,,,,,
5533,Closed End,Racial narratives in the media,Q33B_18,Region,3,Data,   Dakota County,12%,44%,36%,8%,432,,,,,,,,,,,,,,
5534,Closed End,Racial narratives in the media,Q33B_18,Region,4,Data,   Ramsey County (overall),13%,39%,35%,12%,946,,,,,,,,,,,,,,
5535,Closed End,Racial narratives in the media,Q33B_18,Region,5,Data,      City of Saint Paul,16%,36%,34%,13%,456,,,,,,,,,,,,,,
5536,Closed End,Racial narratives in the media,Q33B_18,Region,6,Data,      Suburban Ramsey County,10%,43%,37%,10%,490,,,,,,,,,,,,,,
5537,Closed End,Racial narratives in the media,Q33B_18,Region,7,Data,   Washington County,9%,49%,33%,8%,511,,,,,,,,,,,,,,
5538,Closed End,Racial narratives in the media,Q33B_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
5539,Closed End,Racial narratives in the media,Q33B_18,Gender,2,Data,   Females,14%,42%,34%,11%,1222,,,,,,,,,,,,,,
5540,Closed End,Racial narratives in the media,Q33B_18,Gender,3,Data,   Males,11%,43%,37%,9%,621,,,,,,,,,,,,,,
5541,Closed End,Racial narratives in the media,Q33B_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
5542,Closed End,Racial narratives in the media,Q33B_18,Age,2,Data,   18-34,19%,34%,36%,12%,280,,,,,,,,,,,,,,
5543,Closed End,Racial narratives in the media,Q33B_18,Age,3,Data,   35-44,9%,40%,41%,10%,270,,,,,,,,,,,,,,
5544,Closed End,Racial narratives in the media,Q33B_18,Age,4,Data,   45-54,10%,47%,31%,11%,296,,,,,,,,,,,,,,
5545,Closed End,Racial narratives in the media,Q33B_18,Age,5,Data,   55-64,11%,44%,36%,9%,408,,,,,,,,,,,,,,
5546,Closed End,Racial narratives in the media,Q33B_18,Age,6,Data,   65+,8%,55%,32%,5%,565,,,,,,,,,,,,,,
5547,Closed End,Racial narratives in the media,Q33B_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
5548,Closed End,Racial narratives in the media,Q33B_18,Education,2,Data,   "Less than HS diploma, no GED",18%,51%,29%,2%,20,,,,,,,,,,,,,,
5549,Closed End,Racial narratives in the media,Q33B_18,Education,3,Data,   HS diploma or GED,19%,43%,31%,8%,195,,,,,,,,,,,,,,
5550,Closed End,Racial narratives in the media,Q33B_18,Education,4,Data,   "Some college, trade school, or Associate degree",9%,47%,33%,10%,542,,,,,,,,,,,,,,
5551,Closed End,Racial narratives in the media,Q33B_18,Education,5,Data,   Bachelor's degree or higher,10%,37%,41%,12%,1090,,,,,,,,,,,,,,
5552,Closed End,Racial narratives in the media,Q33B_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
5553,Closed End,Racial narratives in the media,Q33B_18,Household income,2,Data,   "Less than $20,000",18%,50%,23%,9%,127,,,,,,,,,,,,,,
5554,Closed End,Racial narratives in the media,Q33B_18,Household income,3,Data,   "$20,000 to $39,999",8%,40%,40%,11%,234,,,,,,,,,,,,,,
5555,Closed End,Racial narratives in the media,Q33B_18,Household income,4,Data,   "$40,000 to $59,999",15%,42%,36%,7%,249,,,,,,,,,,,,,,
5556,Closed End,Racial narratives in the media,Q33B_18,Household income,5,Data,   "$60,000 to $79,999",11%,40%,40%,9%,235,,,,,,,,,,,,,,
5557,Closed End,Racial narratives in the media,Q33B_18,Household income,6,Data,   "$80,000 to $99,999",10%,46%,37%,8%,214,,,,,,,,,,,,,,
5558,Closed End,Racial narratives in the media,Q33B_18,Household income,7,Data,   "$100,000 to $149,999",12%,41%,36%,11%,311,,,,,,,,,,,,,,
5559,Closed End,Racial narratives in the media,Q33B_18,Household income,8,Data,   "$150,000 or more",8%,35%,38%,19%,227,,,,,,,,,,,,,,
5560,Closed End,Racial narratives in the media,Q33B_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
5561,Closed End,Racial narratives in the media,Q33B_18,Housing status,2,Data,   Owner,12%,43%,35%,9%,1474,,,,,,,,,,,,,,
5562,Closed End,Racial narratives in the media,Q33B_18,Housing status,3,Data,   Renter,11%,42%,35%,11%,383,,,,,,,,,,,,,,
5563,Closed End,Racial narratives in the media,Q33B_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",29%,35%,29%,7%,28,,,,,,,,,,,,,,
5564,Closed End,Racial narratives in the media,Q33B_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
5565,Closed End,Racial narratives in the media,Q33B_18,Home language,2,Data,   English only,13%,42%,37%,9%,1734,,,,,,,,,,,,,,
5566,Closed End,Racial narratives in the media,Q33B_18,Home language,3,Data,   Engish plus another language,10%,47%,27%,16%,94,,,,,,,,,,,,,,
5567,Closed End,Racial narratives in the media,Q33B_18,Home language,4,Data,   Another language only,--,50%,27%,23%,34,,,,,,,,,,,,,,
5568,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
5569,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",13%,51%,24%,12%,29,,,,,,,,,,,,,,
5570,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,3,Data,   Asian American or Asian,12%,60%,21%,7%,76,,,,,,,,,,,,,,
5571,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,4,Data,   "Black, African American, or African",24%,39%,25%,11%,65,,,,,,,,,,,,,,
5572,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,5,Data,   Hispanic or Latinx,16%,31%,31%,21%,41,,,,,,,,,,,,,,
5573,Closed End,Racial narratives in the media,Q33B_18,Race / ethnicity,6,Data,   White or Caucasian,11%,42%,38%,9%,1655,,,,,,,,,,,,,,
5574,,Racial narratives in the media,,,,,,,,,,,,,,,,,,,,,,,,
5575,Closed End,Racial narratives in the media,Q33C_18,Title,1,Title,"Thinking about the racial/ethnic group that you most identify with, how much do you agree or disagree that my race/ethnic group is often featured in local news media in connection with social problems?",,,,,,,,,,,,,,,,,,,
5576,Closed End,Racial narratives in the media,Q33C_18,Title,2,Labels,,Strongly agree,Agree,Disagree,Strongly disagree,Number of respondents (unweighted),,,,,,,,,,,,,,
5577,Closed End,Racial narratives in the media,Q33C_18,Region,1,Header,Results by region:,--,--,--,--,,,,,,,,,,,,,,,
5578,Closed End,Racial narratives in the media,Q33C_18,Region,2,Data,   East Metro overall,10%,33%,45%,13%,1882,,,,,,,,,,,,,,
5579,Closed End,Racial narratives in the media,Q33C_18,Region,3,Data,   Dakota County,8%,30%,49%,13%,430,,,,,,,,,,,,,,
5580,Closed End,Racial narratives in the media,Q33C_18,Region,4,Data,   Ramsey County (overall),10%,34%,41%,15%,942,,,,,,,,,,,,,,
5581,Closed End,Racial narratives in the media,Q33C_18,Region,5,Data,      City of Saint Paul,11%,36%,38%,16%,456,,,,,,,,,,,,,,
5582,Closed End,Racial narratives in the media,Q33C_18,Region,6,Data,      Suburban Ramsey County,10%,32%,45%,13%,486,,,,,,,,,,,,,,
5583,Closed End,Racial narratives in the media,Q33C_18,Region,7,Data,   Washington County,10%,35%,46%,9%,510,,,,,,,,,,,,,,
5584,Closed End,Racial narratives in the media,Q33C_18,Gender,1,Header,Results by gender:,--,--,--,--,,,,,,,,,,,,,,,
5585,Closed End,Racial narratives in the media,Q33C_18,Gender,2,Data,   Females,10%,32%,44%,14%,1217,,,,,,,,,,,,,,
5586,Closed End,Racial narratives in the media,Q33C_18,Gender,3,Data,   Males,9%,33%,47%,12%,619,,,,,,,,,,,,,,
5587,Closed End,Racial narratives in the media,Q33C_18,Age,1,Header,Results by age:,--,--,--,--,,,,,,,,,,,,,,,
5588,Closed End,Racial narratives in the media,Q33C_18,Age,2,Data,   18-34,16%,31%,39%,15%,280,,,,,,,,,,,,,,
5589,Closed End,Racial narratives in the media,Q33C_18,Age,3,Data,   35-44,7%,32%,48%,12%,269,,,,,,,,,,,,,,
5590,Closed End,Racial narratives in the media,Q33C_18,Age,4,Data,   45-54,7%,30%,47%,16%,295,,,,,,,,,,,,,,
5591,Closed End,Racial narratives in the media,Q33C_18,Age,5,Data,   55-64,7%,34%,47%,11%,407,,,,,,,,,,,,,,
5592,Closed End,Racial narratives in the media,Q33C_18,Age,6,Data,   65+,5%,38%,48%,9%,562,,,,,,,,,,,,,,
5593,Closed End,Racial narratives in the media,Q33C_18,Education,1,Header,Results by education level:,--,--,--,--,,,,,,,,,,,,,,,
5594,Closed End,Racial narratives in the media,Q33C_18,Education,2,Data,   "Less than HS diploma, no GED",37%,10%,40%,13%,20,,,,,,,,,,,,,,
5595,Closed End,Racial narratives in the media,Q33C_18,Education,3,Data,   HS diploma or GED,13%,34%,40%,13%,193,,,,,,,,,,,,,,
5596,Closed End,Racial narratives in the media,Q33C_18,Education,4,Data,   "Some college, trade school, or Associate degree",7%,38%,45%,10%,539,,,,,,,,,,,,,,
5597,Closed End,Racial narratives in the media,Q33C_18,Education,5,Data,   Bachelor's degree or higher,7%,27%,50%,16%,1088,,,,,,,,,,,,,,
5598,Closed End,Racial narratives in the media,Q33C_18,Household income,1,Header,Results by household income:,--,--,--,--,,,,,,,,,,,,,,,
5599,Closed End,Racial narratives in the media,Q33C_18,Household income,2,Data,   "Less than $20,000",29%,33%,26%,13%,127,,,,,,,,,,,,,,
5600,Closed End,Racial narratives in the media,Q33C_18,Household income,3,Data,   "$20,000 to $39,999",8%,36%,43%,13%,232,,,,,,,,,,,,,,
5601,Closed End,Racial narratives in the media,Q33C_18,Household income,4,Data,   "$40,000 to $59,999",8%,36%,47%,9%,246,,,,,,,,,,,,,,
5602,Closed End,Racial narratives in the media,Q33C_18,Household income,5,Data,   "$60,000 to $79,999",5%,31%,52%,12%,235,,,,,,,,,,,,,,
5603,Closed End,Racial narratives in the media,Q33C_18,Household income,6,Data,   "$80,000 to $99,999",6%,24%,49%,21%,214,,,,,,,,,,,,,,
5604,Closed End,Racial narratives in the media,Q33C_18,Household income,7,Data,   "$100,000 to $149,999",7%,30%,51%,11%,309,,,,,,,,,,,,,,
5605,Closed End,Racial narratives in the media,Q33C_18,Household income,8,Data,   "$150,000 or more",7%,27%,47%,20%,228,,,,,,,,,,,,,,
5606,Closed End,Racial narratives in the media,Q33C_18,Housing status,1,Header,Results by housing status:,--,--,--,--,,,,,,,,,,,,,,,
5607,Closed End,Racial narratives in the media,Q33C_18,Housing status,2,Data,   Owner,7%,32%,48%,13%,1470,,,,,,,,,,,,,,
5608,Closed End,Racial narratives in the media,Q33C_18,Housing status,3,Data,   Renter,14%,34%,39%,13%,381,,,,,,,,,,,,,,
5609,Closed End,Racial narratives in the media,Q33C_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",27%,35%,22%,16%,28,,,,,,,,,,,,,,
5610,Closed End,Racial narratives in the media,Q33C_18,Home language,1,Header,Results by home language:,--,--,--,--,,,,,,,,,,,,,,,
5611,Closed End,Racial narratives in the media,Q33C_18,Home language,2,Data,   English only,9%,34%,45%,12%,1728,,,,,,,,,,,,,,
5612,Closed End,Racial narratives in the media,Q33C_18,Home language,3,Data,   Engish plus another language,9%,20%,49%,22%,93,,,,,,,,,,,,,,
5613,Closed End,Racial narratives in the media,Q33C_18,Home language,4,Data,   Another language only,17%,18%,36%,29%,34,,,,,,,,,,,,,,
5614,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,--,,,,,,,,,,,,,,,
5615,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",5%,50%,34%,12%,28,,,,,,,,,,,,,,
5616,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,3,Data,   Asian American or Asian,6%,31%,41%,22%,74,,,,,,,,,,,,,,
5617,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,4,Data,   "Black, African American, or African",38%,30%,24%,8%,66,,,,,,,,,,,,,,
5618,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,5,Data,   Hispanic or Latinx,15%,27%,43%,14%,41,,,,,,,,,,,,,,
5619,Closed End,Racial narratives in the media,Q33C_18,Race / ethnicity,6,Data,   White or Caucasian,8%,32%,47%,13%,1650,,,,,,,,,,,,,,
5620,,Racial narratives in the media,,,,,,,,,,,,,,,,,,,,,,,,
5621,,Racial narratives in the media,,,,,2018 East Metro Pulse Survey,,,,,,,,,,,,,,,,,,,
5622,,Racial narratives in the media,,,,,Survey respondent demographic characteristics ,,,,,,,,,,,,,,,,,,,
5623,,Racial narratives in the media,,,,,,,,,,,,,,,,,,,,,,,,
5624,Closed End,Survey respondent demographic characteristics ,Q34_18,Title,1,Title,"Including you, how many adults age 18 and older live in your household?",,,,,,,,,,,,,,,,,,,
5625,Closed End,Survey respondent demographic characteristics ,Q34_18,Title,2,Labels,,One,Two,Three or more,Number of respondents (unweighted),,,,,,,,,,,,,,,
5626,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,1,Header,Results by region:,--,--,--,,,,,,,,,,,,,,,,
5627,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,2,Data,   East Metro overall,16%,58%,25%,1920,,,,,,,,,,,,,,,
5628,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,3,Data,   Dakota County,14%,60%,27%,436,,,,,,,,,,,,,,,
5629,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,4,Data,   Ramsey County (overall),19%,57%,24%,961,,,,,,,,,,,,,,,
5630,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,5,Data,      City of Saint Paul,21%,56%,23%,462,,,,,,,,,,,,,,,
5631,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,6,Data,      Suburban Ramsey County,16%,59%,24%,499,,,,,,,,,,,,,,,
5632,Closed End,Survey respondent demographic characteristics ,Q34_18,Region,7,Data,   Washington County,15%,59%,26%,523,,,,,,,,,,,,,,,
5633,Closed End,Survey respondent demographic characteristics ,Q34_18,Gender,1,Header,Results by gender:,--,--,--,,,,,,,,,,,,,,,,
5634,Closed End,Survey respondent demographic characteristics ,Q34_18,Gender,2,Data,   Females,16%,58%,26%,1242,,,,,,,,,,,,,,,
5635,Closed End,Survey respondent demographic characteristics ,Q34_18,Gender,3,Data,   Males,18%,58%,24%,629,,,,,,,,,,,,,,,
5636,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,1,Header,Results by age:,--,--,--,,,,,,,,,,,,,,,,
5637,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,2,Data,   18-34,13%,67%,20%,283,,,,,,,,,,,,,,,
5638,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,3,Data,   35-44,15%,65%,21%,271,,,,,,,,,,,,,,,
5639,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,4,Data,   45-54,13%,40%,47%,300,,,,,,,,,,,,,,,
5640,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,5,Data,   55-64,18%,53%,28%,421,,,,,,,,,,,,,,,
5641,Closed End,Survey respondent demographic characteristics ,Q34_18,Age,6,Data,   65+,26%,60%,13%,572,,,,,,,,,,,,,,,
5642,Closed End,Survey respondent demographic characteristics ,Q34_18,Education,1,Header,Results by education level:,--,--,--,,,,,,,,,,,,,,,,
5643,Closed End,Survey respondent demographic characteristics ,Q34_18,Education,2,Data,   "Less than HS diploma, no GED",27%,39%,35%,21,,,,,,,,,,,,,,,
5644,Closed End,Survey respondent demographic characteristics ,Q34_18,Education,3,Data,   HS diploma or GED,17%,50%,33%,198,,,,,,,,,,,,,,,
5645,Closed End,Survey respondent demographic characteristics ,Q34_18,Education,4,Data,   "Some college, trade school, or Associate degree",22%,53%,25%,553,,,,,,,,,,,,,,,
5646,Closed End,Survey respondent demographic characteristics ,Q34_18,Education,5,Data,   Bachelor's degree or higher,10%,69%,21%,1099,,,,,,,,,,,,,,,
5647,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,1,Header,Results by household income:,--,--,--,,,,,,,,,,,,,,,,
5648,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,2,Data,   "Less than $20,000",42%,40%,18%,133,,,,,,,,,,,,,,,
5649,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,3,Data,   "$20,000 to $39,999",28%,53%,19%,236,,,,,,,,,,,,,,,
5650,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,4,Data,   "$40,000 to $59,999",22%,58%,20%,253,,,,,,,,,,,,,,,
5651,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,5,Data,   "$60,000 to $79,999",15%,55%,30%,238,,,,,,,,,,,,,,,
5652,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,6,Data,   "$80,000 to $99,999",9%,62%,28%,214,,,,,,,,,,,,,,,
5653,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,7,Data,   "$100,000 to $149,999",5%,67%,28%,311,,,,,,,,,,,,,,,
5654,Closed End,Survey respondent demographic characteristics ,Q34_18,Household income,8,Data,   "$150,000 or more",4%,73%,23%,230,,,,,,,,,,,,,,,
5655,Closed End,Survey respondent demographic characteristics ,Q34_18,Housing status,1,Header,Results by housing status:,--,--,--,,,,,,,,,,,,,,,,
5656,Closed End,Survey respondent demographic characteristics ,Q34_18,Housing status,2,Data,   Owner,12%,63%,25%,1498,,,,,,,,,,,,,,,
5657,Closed End,Survey respondent demographic characteristics ,Q34_18,Housing status,3,Data,   Renter,29%,47%,23%,389,,,,,,,,,,,,,,,
5658,Closed End,Survey respondent demographic characteristics ,Q34_18,Housing status,4,Data,   "Lives with family or friends, homeless, or some other arrangement",4%,49%,47%,29,,,,,,,,,,,,,,,
5659,Closed End,Survey respondent demographic characteristics ,Q34_18,Home language,1,Header,Results by home language:,--,--,--,,,,,,,,,,,,,,,,
5660,Closed End,Survey respondent demographic characteristics ,Q34_18,Home language,2,Data,   English only,18%,59%,23%,1763,,,,,,,,,,,,,,,
5661,Closed End,Survey respondent demographic characteristics ,Q34_18,Home language,3,Data,   Engish plus another language,7%,56%,37%,94,,,,,,,,,,,,,,,
5662,Closed End,Survey respondent demographic characteristics ,Q34_18,Home language,4,Data,   Another language only,11%,34%,55%,34,,,,,,,,,,,,,,,
5663,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,1,Header,Results by race/ethnicity:,--,--,--,,,,,,,,,,,,,,,,
5664,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,2,Data,   "American Indian, Native American, or Alaska Native",16%,40%,43%,30,,,,,,,,,,,,,,,
5665,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,3,Data,   Asian American or Asian,14%,51%,35%,77,,,,,,,,,,,,,,,
5666,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,4,Data,   "Black, African American, or African",34%,52%,14%,66,,,,,,,,,,,,,,,
5667,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,5,Data,   Hispanic or Latinx,3%,49%,48%,40,,,,,,,,,,,,,,,
5668,Closed End,Survey respondent demographic characteristics ,Q34_18,Race / ethnicity,6,Data,   White or Caucasian,16%,60%,25%,1680,,,,,,,,,,,,,,,
5669,,Survey respondent demographic characteristics ,,,,,,,,,,,,,,,,,,,,,,,,
5670,Closed End,Survey respondent demographic characteristics ,Q35A_18,Title,1,Title,"How many children age 0-2 live in your household? This includes biological or step-children, grandchildren, adopted children, or any other child who lives in your household more than half of the time.",,,,,,,,,,,,,,,,,,,
5671,Closed End,Survey respondent demographic characteristics ,Q35A_18,Title,2,Labels,,None,One or more,Number of respondents (unweighted),,,,,,,,,,,,,,,,
5672,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,1,Header,Results by region:,--,--,,,,,,,,,,,,,,,,,
5673,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,2,Data,   East Metro overall,85%,15%,1732,,,,,,,,,,,,,,,,
5674,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,3,Data,   Dakota County,88%,12%,402,,,,,,,,,,,,,,,,
5675,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,4,Data,   Ramsey County (overall),83%,17%,858,,,,,,,,,,,,,,,,
5676,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,5,Data,      City of Saint Paul,82%,18%,412,,,,,,,,,,,,,,,,
5677,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,6,Data,      Suburban Ramsey County,83%,17%,446,,,,,,,,,,,,,,,,
5678,Closed End,Survey respondent demographic characteristics ,Q35A_18,Region,7,Data,   Washington County,86%,14%,472,,,,,,,,,,,,,,,,
5679,Closed End,Survey respondent demographic characteristics ,Q35A_18,Gender,1,Header,Results by gender:,--,--,,,,,,,,,,,,,,,,,
5680,Closed End,Survey respondent demographic characteristics ,Q35A_18,Gender,2,Data,   Females,86%,14%,1129,,,,,,,,,,,,,,,,
5681,Closed End,Survey respondent demographic characteristics ,Q35A_18,Gender,3,Data,   Males,84%,16%,563,,,,,,,,,,,,,,,,
5682,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,1,Header,Results by age:,--,--,,,,,,,,,,,,,,,,,
5683,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,2,Data,   18-34,70%,30%,273,,,,,,,,,,,,,,,,
5684,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,3,Data,   35-44,81%,19%,268,,,,,,,,,,,,,,,,
5685,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,4,Data,   45-54,96%,4%,261,,,,,,,,,,,,,,,,
5686,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,5,Data,   55-64,95%,5%,384,,,,,,,,,,,,,,,,
5687,Closed End,Survey respondent demographic characteristics ,Q35A_18,Age,6,Data,   65+,96%,4%,491,,,,,,,,,,,,,,,,
5688,Closed End,Survey respondent demographic characteristics ,Q35A_18,Education,1,Header,Results by education level:,--,--,,,,,,,,,,,,,,,,,
5689,Closed End,Survey respondent demographic characteristics ,Q35A_18,Education,2,Data,   "Less than HS diploma, no GED",86%,14%,21,,,,,,,,,,,,,,,,
5690,Closed End,Survey respondent demographic characteristics ,Q35A_18,Education,3,Data,   HS diploma or GED,82%,18%,173,,,,,,,,,,,,,,,,
5691,Closed End,Survey respondent demographic characteristics ,Q35A_18,Education,4,Data,   "Some college, trade school, or Associate degree",91%,9%,480,,,,,,,,,,,,,,,,
5692,Closed End,Survey respondent demographic characteristics ,Q35A_18,Education,5,Data,   Bachelor's degree or higher,82%,18%,1016,,,,,,,,,,,,,,,,
5693,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,1,Header,Results by household income:,--,--,,,,,,,,,,,,,,,,,
5694,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,2,Data,   "Less than $20,000",72%,28%,107,,,,,,,,,,,,,,,,
5695,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,3,Data,   "$20,000 to $39,999",92%,8%,217,,,,,,,,,,,,,,,,
5696,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,4,Data,   "$40,000 to $59,999",84%,16%,216,,,,,,,,,,,,,,,,
5697,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,5,Data,   "$60,000 to $79,999",92%,8%,222,,,,,,,,,,,,,,,,
5698,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,6,Data,   "$80,000 to $99,999",75%,25%,201,,,,,,,,,,,,,,,,
5699,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,7,Data,   "$100,000 to $149,999",87%,13%,287,,,,,,,,,,,,,,,,
5700,Closed End,Survey respondent demographic characteristics ,Q35A_18,Household income,8,Data,   "$150,000 or more",77%,23%,215,,,,,,,,,,,,,,,,
